onet_code,occupation,human_beta,job_zone,employment_2024,employment_growth_pct,openings_annual,gpt_percentile,gpt_high,openings_rank,growth_rank,labor_market_score,valid_routes,good_transitions,transition_score,usable_for_model,target_label,ability_Arm-Hand Steadiness,ability_Auditory Attention,ability_Category Flexibility,ability_Control Precision,ability_Deductive Reasoning,ability_Depth Perception,ability_Dynamic Flexibility,ability_Dynamic Strength,ability_Explosive Strength,ability_Extent Flexibility,ability_Far Vision,ability_Finger Dexterity,ability_Flexibility of Closure,ability_Fluency of Ideas,ability_Glare Sensitivity,ability_Gross Body Coordination,ability_Gross Body Equilibrium,ability_Hearing Sensitivity,ability_Inductive Reasoning,ability_Information Ordering,ability_Manual Dexterity,ability_Mathematical Reasoning,ability_Memorization,ability_Multilimb Coordination,ability_Near Vision,ability_Night Vision,ability_Number Facility,ability_Oral Comprehension,ability_Oral Expression,ability_Originality,ability_Perceptual Speed,ability_Peripheral Vision,ability_Problem Sensitivity,ability_Rate Control,ability_Reaction Time,ability_Response Orientation,ability_Selective Attention,ability_Sound Localization,ability_Spatial Orientation,ability_Speech Clarity,ability_Speech Recognition,ability_Speed of Closure,ability_Speed of Limb Movement,ability_Stamina,ability_Static Strength,ability_Time Sharing,ability_Trunk Strength,ability_Visual Color Discrimination,ability_Visualization,ability_Wrist-Finger Speed,ability_Written Comprehension,ability_Written Expression,style_Achievement Orientation,style_Adaptability,style_Attention to Detail,style_Cautiousness,style_Cooperation,style_Dependability,style_Empathy,style_Humility,style_Initiative,style_Innovation,style_Integrity,style_Intellectual Curiosity,style_Leadership Orientation,style_Optimism,style_Perseverance,style_Self-Confidence,style_Self-Control,style_Sincerity,style_Social Orientation,style_Stress Tolerance,style_Tolerance for Ambiguity,context_Contact With Others,context_Face-to-Face Discussions with Individuals and Within Teams,context_Freedom to Make Decisions,context_Importance of Being Exact or Accurate,context_Physical Proximity,context_Spend Time Making Repetitive Motions,context_Time Pressure,transferable_Complex Problem Solving,transferable_Coordination,transferable_Equipment Maintenance,transferable_Equipment Selection,transferable_Installation,transferable_Instructing,transferable_Judgment and Decision Making,transferable_Management of Financial Resources,transferable_Management of Material Resources,transferable_Management of Personnel Resources,transferable_Negotiation,transferable_Operation and Control,transferable_Operations Analysis,transferable_Operations Monitoring,transferable_Persuasion,transferable_Programming,transferable_Quality Control Analysis,transferable_Repairing,transferable_Service Orientation,transferable_Social Perceptiveness,transferable_Systems Analysis,transferable_Systems Evaluation,transferable_Technology Design,transferable_Time Management,transferable_Troubleshooting
29-1217.00,Neurologists,0.3695652173913043,5,8.3,5.4,0.3,59.859154929577464,False,0.03791982665222102,0.7589382448537378,0.39842903575297944,5,0,0.0,True,Nicht hoch GPT-exponiert,1.38,1.75,4.5,0.25,5.0,1.75,0.0,0.0,0.0,0.0,3.38,2.5,4.38,4.38,0.0,0.0,0.0,2.38,5.5,4.25,0.88,3.62,2.88,0.0,4.12,0.0,3.38,5.5,5.25,3.88,3.62,0.0,5.75,0.0,0.12,0.12,3.0,0.0,0.0,4.12,4.12,4.0,0.0,0.0,0.0,2.75,1.62,2.75,3.62,0.12,5.12,4.5,2.08,1.68,3.0,2.62,1.95,2.65,2.27,1.19,1.53,1.41,2.24,2.95,1.18,0.82,2.15,1.7,2.46,1.94,1.72,2.24,1.64,4.91,5.0,4.92,4.98,4.17,1.94,4.27,4.62,3.75,0.0,0.62,0.0,4.62,4.5,1.75,2.0,3.38,2.88,0.5,1.88,2.0,3.75,0.88,2.25,0.0,3.62,4.62,3.38,3.62,1.0,3.88,1.38
29-1218.00,Obstetricians and Gynecologists,0.3035714285714285,5,21.5,1.2,0.6,49.62080173347779,False,0.08559046587215602,0.33098591549295775,0.20828819068255688,5,0,0.0,True,Nicht hoch GPT-exponiert,4.0,2.12,3.88,3.0,4.88,2.12,0.0,1.12,0.75,1.88,3.12,3.5,3.25,3.38,0.0,1.12,1.0,2.75,5.38,4.0,3.62,2.88,2.88,2.88,4.0,0.0,2.88,5.0,5.0,3.12,3.12,0.0,5.88,0.25,1.0,1.38,3.12,0.0,0.0,3.75,4.0,3.0,0.0,1.62,2.12,3.0,2.12,2.88,2.88,0.75,5.0,4.5,2.24,2.09,3.0,2.58,2.47,2.9,2.54,1.12,1.66,1.33,2.76,2.33,2.19,1.36,2.26,2.01,2.5,2.1,1.88,2.51,1.49,4.98,5.0,4.82,4.79,4.34,2.34,3.92,4.0,3.88,0.0,0.0,0.0,3.75,4.25,1.88,2.25,3.38,3.12,1.25,3.38,2.0,3.12,0.62,1.0,0.0,3.75,4.0,3.25,3.0,0.5,3.88,0.5
29-1221.00,"Pediatricians, General",0.3666666666666667,5,46.4,0.8,1.2,58.99241603466956,False,0.17876489707475623,0.3055254604550379,0.24214517876489708,5,0,0.0,True,Nicht hoch GPT-exponiert,2.75,2.25,3.12,2.12,4.5,1.12,0.0,0.5,0.12,0.0,2.88,2.62,3.25,3.38,0.0,0.5,0.38,2.25,5.25,4.0,2.0,2.88,3.0,0.12,4.0,0.0,2.88,5.0,5.0,3.25,3.0,0.0,5.12,0.0,0.0,0.12,3.25,0.0,0.0,3.5,4.0,3.0,0.0,0.38,0.0,3.0,1.5,2.88,2.38,0.38,5.0,4.88,2.04,1.98,2.88,2.58,2.69,2.93,2.79,1.12,1.56,1.36,2.47,2.2,1.61,2.27,2.08,1.7,2.26,2.14,2.26,2.24,1.45,4.95,4.56,4.85,4.68,4.48,2.58,3.14,4.12,3.5,0.0,0.0,0.0,3.88,4.38,1.12,1.12,3.0,3.0,0.0,3.62,1.38,3.25,0.5,1.0,0.0,3.88,4.0,3.0,3.75,0.38,3.5,0.75
29-1222.00,"Physicians, Pathologists",0.3181818181818182,5,12.6,4.2,0.4,52.00433369447454,False,0.05579631635969664,0.6505958829902492,0.3531960996749729,5,1,0.2,True,Nicht hoch GPT-exponiert,3.25,2.0,4.12,2.75,5.12,2.0,0.0,0.5,0.25,0.25,3.12,3.38,4.25,3.5,0.0,0.0,0.0,2.12,5.88,4.12,2.62,3.12,2.75,1.88,4.5,0.0,3.0,5.38,5.25,3.5,3.12,0.0,5.75,0.5,0.5,0.0,3.12,0.0,0.0,4.12,4.0,3.75,0.0,0.0,1.12,2.75,0.88,3.25,3.0,0.38,5.12,4.88,2.17,1.08,3.0,2.62,1.53,2.93,0.69,0.53,1.05,1.55,2.84,3.0,1.06,0.22,1.83,1.38,1.87,1.21,0.7,1.99,1.66,4.1,4.98,4.61,4.87,2.31,3.88,4.9,4.62,3.5,0.0,0.75,0.0,4.38,4.75,2.88,2.88,3.62,3.0,1.25,1.62,2.12,3.12,1.75,2.88,0.0,3.0,3.5,3.62,3.62,1.5,3.88,1.25
29-1223.00,Psychiatrists,0.5217391304347826,5,27.1,6.1,0.9,83.261105092091,True,0.13488624052004333,0.8022751895991332,0.4685807150595883,5,1,0.2,True,Hoch GPT-exponiert mit begrenzten Wechseloptionen,0.0,2.0,4.12,0.0,4.62,0.25,0.0,0.0,1.25,0.0,3.0,2.0,3.25,3.88,0.0,0.88,0.75,1.5,4.75,4.12,0.0,2.88,3.0,0.0,3.88,0.0,2.62,5.12,4.75,3.62,2.75,0.0,4.88,0.0,1.5,1.75,2.88,0.0,0.0,4.0,4.0,3.0,0.0,0.88,1.25,2.75,0.25,1.5,2.5,0.0,4.62,4.88,1.98,1.83,2.57,2.14,2.47,2.87,3.0,1.22,1.5,1.39,2.93,2.5,1.21,1.16,1.97,1.73,2.59,2.53,2.31,2.51,1.85,4.47,4.92,4.87,3.9,3.67,1.92,4.05,4.25,3.88,0.0,0.0,0.0,4.0,4.25,1.0,0.75,3.0,3.88,0.38,3.5,0.75,4.0,0.62,0.62,0.0,4.12,5.38,3.38,3.62,0.62,3.5,0.0
29-1224.00,Radiologists,0.5111111111111112,5,28.2,2.7,0.8,81.25677139761646,True,0.11755146262188516,0.4810400866738895,0.2992957746478873,5,1,0.2,True,Hoch GPT-exponiert mit begrenzten Wechseloptionen,3.0,2.0,4.12,3.0,4.62,1.38,0.0,1.0,0.25,1.38,3.62,3.0,4.5,3.25,0.0,1.12,0.62,2.5,5.0,4.12,2.25,3.12,3.0,2.0,5.0,0.0,3.12,5.0,5.0,3.12,3.38,0.0,5.0,1.5,2.0,0.75,3.25,0.0,0.12,4.12,4.0,3.62,0.0,1.0,1.12,2.88,1.75,3.12,3.62,1.88,5.12,4.62,2.08,1.38,3.0,2.66,2.07,2.71,1.17,0.64,1.18,1.28,2.24,2.28,0.95,0.71,1.77,1.54,2.06,1.49,1.02,1.96,1.6,4.04,4.6,4.49,4.89,3.59,4.21,4.43,4.25,3.5,0.62,1.0,0.0,4.12,4.25,1.5,1.88,3.12,2.88,3.0,1.0,3.38,2.88,0.5,3.0,0.62,3.62,4.12,3.38,3.25,0.75,3.62,1.62
29-1229.01,Allergists and Immunologists,0.3666666666666667,5,340.7,2.5,9.6,58.99241603466956,False,0.6056338028169014,0.46208017334777896,0.5338569880823402,5,0,0.0,True,Nicht hoch GPT-exponiert,1.5,2.0,3.88,0.88,4.75,1.5,0.0,0.75,0.38,0.62,3.0,2.25,3.75,3.88,0.0,0.25,0.38,2.25,5.0,3.75,0.75,3.5,3.0,0.5,4.0,0.0,3.12,5.0,4.38,3.75,3.25,0.0,5.25,0.0,0.0,0.12,3.12,0.0,0.0,3.75,3.75,3.25,0.0,0.38,0.38,3.0,1.75,2.75,2.88,0.62,4.88,4.25,2.14,1.58,3.0,2.5,2.34,2.9,2.1,1.12,1.41,1.36,2.32,3.0,0.95,0.98,1.7,1.63,2.1,1.9,1.65,1.83,1.41,4.78,4.92,4.75,4.61,4.49,2.84,4.04,4.12,3.5,0.0,0.5,0.0,3.62,4.5,1.75,2.12,2.88,3.0,0.0,0.5,1.88,3.62,0.75,1.62,0.0,3.75,4.12,3.12,3.75,1.12,3.75,0.5
29-1229.02,Hospitalists,0.3571428571428571,5,340.7,2.5,9.6,57.52979414951246,False,0.6056338028169014,0.46208017334777896,0.5338569880823402,5,0,0.0,True,Nicht hoch GPT-exponiert,2.5,2.12,4.25,1.38,5.0,0.88,0.0,1.12,0.88,1.25,3.0,2.88,3.88,3.75,0.0,1.62,1.12,2.0,5.38,4.12,1.5,3.25,3.0,1.12,4.0,0.0,3.12,5.12,5.12,3.75,3.25,0.12,5.25,0.0,1.75,1.62,3.0,0.0,0.12,4.12,4.0,4.0,0.12,1.88,2.12,3.0,2.12,2.88,3.0,0.75,5.0,4.5,2.11,2.21,3.0,2.5,2.55,2.93,2.27,1.12,1.89,1.2,2.84,2.08,2.22,1.36,2.12,1.9,2.26,1.87,2.01,2.88,1.45,4.84,5.0,4.58,4.56,4.5,2.13,4.44,4.25,4.0,0.0,0.12,0.0,4.38,4.38,1.0,0.88,3.12,3.0,0.12,1.88,1.12,3.62,0.5,2.0,0.0,4.12,4.88,3.62,3.88,0.75,3.62,0.62
29-1229.03,Urologists,0.25,5,340.7,2.5,9.6,43.12026002166847,False,0.6056338028169014,0.46208017334777896,0.5338569880823402,5,0,0.0,True,Nicht hoch GPT-exponiert,3.88,2.12,4.0,3.25,4.75,2.5,0.0,1.0,0.25,2.0,3.0,3.75,4.0,3.38,0.62,1.62,1.0,2.5,5.25,4.0,3.5,2.88,3.0,2.88,4.12,0.38,3.0,5.0,4.88,3.25,3.25,0.38,5.25,1.75,1.88,2.0,3.38,0.62,0.38,3.75,3.88,3.62,1.12,1.62,2.38,3.0,2.88,3.0,3.0,2.0,5.0,4.88,2.11,0.89,3.0,2.62,2.03,2.3,1.71,0.81,1.26,1.8,2.43,2.41,0.76,0.98,2.08,1.44,2.3,1.05,1.47,1.7,0.93,5.0,4.7,4.99,4.7,4.22,1.84,4.77,4.25,3.88,0.0,0.5,0.0,4.0,4.25,1.88,1.88,3.25,3.12,2.38,0.5,3.0,3.25,0.75,2.75,0.0,3.88,3.88,3.25,3.25,0.5,3.75,1.62
29-1229.04,Physical Medicine and Rehabilitation Physicians,0.1333333333333333,5,340.7,2.5,9.6,28.98158179848321,False,0.6056338028169014,0.46208017334777896,0.5338569880823402,5,0,0.0,True,Nicht hoch GPT-exponiert,2.88,1.62,4.0,2.25,4.62,2.12,0.0,1.75,0.25,1.62,2.75,2.75,3.62,3.88,0.0,1.5,1.0,2.12,5.0,4.38,2.5,3.0,2.75,2.38,3.5,0.0,3.0,5.12,4.75,3.88,2.88,0.0,5.0,1.0,1.38,1.62,3.0,0.0,0.12,3.75,3.62,3.12,0.38,1.38,2.25,2.5,2.25,2.38,3.62,1.38,4.88,4.25,2.14,2.09,2.7,2.5,2.47,2.53,2.47,1.22,1.53,1.39,2.36,2.33,1.7,1.46,2.23,1.76,2.34,2.0,2.13,2.13,1.62,4.62,4.81,4.91,4.79,4.65,2.24,4.03,4.12,4.0,0.0,0.25,0.0,4.0,4.25,1.62,1.88,3.38,2.88,1.62,1.88,2.12,3.62,0.88,2.62,0.0,4.0,4.5,3.12,3.38,1.5,4.0,1.25
29-1229.05,Preventive Medicine Physicians,0.3666666666666666,5,340.7,2.5,9.6,58.82990249187432,False,0.6056338028169014,0.46208017334777896,0.5338569880823402,5,1,0.2,True,Nicht hoch GPT-exponiert,0.25,1.38,4.5,0.25,5.12,1.5,0.0,0.0,0.0,0.0,2.88,0.5,3.88,4.38,0.0,0.0,0.0,1.38,5.62,4.25,0.12,3.38,3.0,0.25,4.0,0.0,3.12,5.38,5.38,4.0,3.0,0.0,5.5,0.0,0.0,0.0,3.12,0.0,0.0,4.62,4.38,3.38,0.0,0.0,0.0,3.0,1.12,2.12,3.25,0.75,5.25,5.0,2.17,2.13,2.67,2.32,2.38,2.56,1.71,1.03,1.96,2.03,2.47,2.63,2.43,1.07,1.97,1.83,2.18,2.07,2.11,1.99,1.62,4.53,4.94,4.63,4.58,3.39,2.0,3.95,5.0,4.5,0.0,0.0,0.0,4.62,5.0,1.75,1.38,4.25,3.12,0.25,3.12,0.88,4.0,0.62,2.12,0.0,4.62,4.88,4.12,4.38,0.62,3.88,0.62
29-1229.06,Sports Medicine Physicians,0.4339622641509433,5,340.7,2.5,9.6,69.98916576381366,False,0.6056338028169014,0.46208017334777896,0.5338569880823402,5,1,0.2,True,Nicht hoch GPT-exponiert,3.25,2.75,3.5,2.88,4.75,2.5,0.0,1.88,0.0,2.38,3.38,3.25,3.75,3.75,0.0,1.75,1.38,2.75,4.88,3.88,2.75,2.88,2.88,2.75,4.25,0.0,2.62,5.0,5.0,3.5,3.5,0.0,5.12,1.62,2.0,2.12,3.12,0.0,0.25,3.62,3.75,3.38,0.38,1.88,2.38,3.25,2.5,3.0,3.62,1.75,4.62,4.5,2.04,2.05,2.67,2.1,2.3,2.65,2.23,0.61,1.56,1.39,2.32,2.08,1.92,1.36,2.08,1.66,2.26,2.0,2.06,2.39,1.43,4.96,4.95,5.0,5.0,5.0,1.88,3.87,4.0,3.88,0.0,1.12,0.0,3.88,4.38,1.75,1.62,3.38,3.38,2.5,1.62,3.12,3.88,1.25,2.62,0.0,4.0,4.25,3.62,3.75,1.62,3.62,1.5
29-1241.00,"Ophthalmologists, Except Pediatric",0.3382352941176471,5,12.5,4.3,0.3,54.17118093174431,False,0.03791982665222102,0.6619718309859155,0.34994582881906827,5,1,0.2,True,Nicht hoch GPT-exponiert,4.38,2.0,3.88,4.12,4.88,2.5,0.0,0.38,0.38,1.12,3.75,4.12,3.88,3.88,1.25,0.38,0.75,2.0,5.38,4.0,3.38,3.12,2.88,2.88,5.12,1.62,3.12,5.12,4.88,3.88,3.38,1.25,5.62,2.12,2.25,2.62,3.38,0.88,1.12,4.0,4.0,3.12,0.75,0.62,1.12,2.75,1.38,3.38,3.12,2.25,5.0,4.62,2.21,1.19,3.0,2.62,2.03,2.87,1.77,0.81,1.23,1.47,2.32,2.24,1.31,0.93,2.08,1.87,2.26,1.81,1.56,2.06,1.14,4.99,5.0,5.0,4.92,4.92,3.7,4.61,4.12,4.0,0.62,1.0,0.0,4.62,4.0,2.0,2.12,3.12,3.12,2.25,2.12,2.5,3.75,1.0,2.38,0.5,4.0,4.12,3.0,3.5,1.25,4.0,1.5
29-1291.00,Acupuncturists,0.3055555555555555,5,15.3,6.8,0.9,49.945828819068254,False,0.13488624052004333,0.8407367280606717,0.4878114842903575,5,1,0.2,True,Nicht hoch GPT-exponiert,3.12,1.5,3.0,2.12,3.88,1.5,0.0,1.5,0.12,2.0,2.62,3.5,3.0,3.0,0.0,0.75,0.75,1.38,4.0,3.12,2.88,2.0,2.0,2.0,3.88,0.0,2.0,4.0,4.0,3.0,2.75,0.0,3.88,0.0,0.25,0.0,3.0,0.0,0.12,3.12,3.0,2.0,0.0,1.62,1.62,2.0,1.88,2.0,2.75,1.12,4.0,3.62,1.45,1.17,2.57,2.28,2.03,2.36,2.3,1.22,1.1,1.15,2.1,1.75,0.59,1.71,1.49,1.54,1.91,2.07,1.52,1.27,1.33,4.59,4.67,4.79,4.0,4.89,3.21,3.03,3.12,3.0,0.0,0.62,0.0,2.75,3.5,0.75,0.88,1.88,2.0,0.38,0.75,1.0,2.75,0.25,1.62,0.0,3.38,3.88,3.0,3.0,0.38,3.0,0.38
29-1292.00,Dental Hygienists,0.09375,3,221.6,7.0,15.3,23.185265438786566,False,0.7091007583965331,0.8450704225352113,0.7770855904658722,5,0,0.0,True,Nicht hoch GPT-exponiert,3.75,2.12,3.0,3.12,3.0,2.0,0.0,2.0,0.38,2.62,2.88,3.75,3.12,2.62,0.0,1.75,1.62,2.12,3.38,3.12,3.5,1.88,2.25,2.88,4.0,0.0,1.88,3.88,3.88,2.12,3.0,0.0,4.0,1.5,1.62,1.5,3.12,0.0,0.0,3.12,3.25,2.12,0.0,1.75,1.88,2.88,2.25,3.12,3.0,2.12,3.88,3.5,1.42,0.91,2.67,2.32,2.43,2.65,2.17,1.15,1.1,0.58,2.06,0.87,0.36,1.49,1.28,1.38,1.95,1.94,2.06,1.76,0.12,4.97,4.97,3.98,4.39,4.54,5.0,3.74,2.75,3.0,1.62,1.12,0.0,3.0,3.0,0.62,0.88,2.5,2.25,1.88,1.12,2.88,3.0,0.5,2.25,1.12,3.0,3.0,2.12,2.12,0.88,3.0,2.12
29-1299.01,Naturopathic Physicians,0.2564102564102564,5,41.3,2.0,2.4,43.98699891657638,False,0.29956663055254606,0.40303358613217766,0.35130010834236186,5,0,0.0,True,Nicht hoch GPT-exponiert,1.88,1.88,4.0,0.5,5.0,1.62,0.0,0.12,0.0,0.25,3.0,2.5,3.75,3.88,0.0,0.0,0.0,2.0,5.12,4.0,1.75,2.88,2.62,0.62,4.0,0.0,2.88,5.0,5.0,3.88,3.0,0.0,5.0,0.0,0.0,0.0,3.12,0.0,0.0,4.0,4.0,2.88,0.0,0.0,0.12,2.75,1.12,2.75,2.88,1.0,5.0,4.25,2.08,2.02,2.6,2.39,2.26,2.36,2.33,1.12,1.62,1.86,2.17,2.45,1.13,1.71,1.7,1.66,2.06,2.14,2.2,1.73,1.64,4.6,4.96,4.68,4.4,4.08,2.04,3.88,4.0,3.5,0.0,0.12,0.0,3.12,4.25,1.75,1.75,3.0,2.88,0.25,1.0,1.75,3.75,0.75,1.25,0.0,4.0,4.62,3.12,3.5,0.88,3.12,0.5
29-1299.02,Orthoptists,0.375,5,41.3,2.0,2.4,61.159263271939324,False,0.29956663055254606,0.40303358613217766,0.35130010834236186,5,2,0.4,True,Nicht hoch GPT-exponiert,3.0,2.0,3.5,2.88,4.38,0.88,0.0,0.62,0.25,0.62,3.5,3.38,3.88,3.25,0.0,0.0,0.0,1.38,4.75,3.62,2.88,2.38,2.62,1.88,3.88,0.0,2.25,4.88,4.88,3.12,3.12,0.0,4.88,0.0,0.12,0.12,3.0,0.0,0.0,3.62,3.62,3.0,0.0,0.0,0.88,2.38,1.38,3.0,3.0,1.0,4.5,4.12,1.89,1.26,2.67,2.28,2.22,2.39,2.04,1.06,1.13,1.23,1.92,1.97,0.61,1.16,1.67,1.35,1.73,1.72,1.81,1.7,1.24,4.82,5.0,4.14,4.57,4.26,3.19,3.56,3.75,3.0,0.0,0.25,0.0,3.88,3.88,0.5,0.5,2.5,2.62,0.5,2.88,1.88,3.0,0.75,1.0,0.0,4.0,4.0,3.0,3.12,1.25,3.0,0.0
29-2011.00,Medical and Clinical Laboratory Technologists,0.2321428571428571,4,351.2,1.7,22.6,40.57421451787649,False,0.7703141928494042,0.37378114842903576,0.5720476706392199,5,3,0.6,True,Nicht hoch GPT-exponiert,3.88,2.25,4.12,3.5,4.25,2.12,0.0,0.75,0.25,1.75,3.25,3.62,3.88,2.75,0.0,1.25,1.0,2.0,4.38,4.0,3.25,3.0,2.75,2.25,4.75,0.0,2.88,4.88,4.0,2.75,3.25,0.0,4.5,2.0,2.38,1.38,3.5,0.0,0.12,3.12,3.25,3.25,1.25,1.38,1.38,2.38,2.0,3.62,3.0,2.0,4.25,3.75,2.04,1.11,3.0,2.47,1.63,2.65,0.41,0.45,1.18,1.15,2.21,2.01,0.9,0.54,1.58,1.02,1.37,0.92,0.54,1.67,0.29,4.59,4.6,4.29,4.95,3.65,3.44,4.36,3.25,3.0,3.0,3.12,0.12,3.75,3.25,1.38,1.88,3.0,2.38,3.38,1.62,3.88,2.88,1.75,3.88,2.38,3.0,3.25,3.0,2.75,0.5,3.38,3.0
29-2011.01,Cytogenetic Technologists,0.3362068965517241,4,351.2,1.7,22.6,53.95449620801733,False,0.7703141928494042,0.37378114842903576,0.5720476706392199,5,5,1.0,True,Nicht hoch GPT-exponiert,3.12,1.75,3.88,2.88,4.12,1.75,0.0,0.38,0.25,0.75,3.25,3.12,3.88,2.88,0.0,0.0,0.0,1.88,4.12,4.0,2.88,3.0,2.12,1.88,4.25,0.0,2.88,4.38,4.5,3.0,3.25,0.0,4.0,1.0,1.0,1.25,3.12,0.0,0.0,3.12,3.12,2.62,0.0,0.0,1.0,2.12,1.38,3.38,3.0,1.12,4.12,4.12,2.08,1.17,3.0,2.5,1.41,2.65,0.02,0.56,0.8,0.44,2.21,2.24,0.45,0.22,1.67,1.02,1.03,0.53,0.0,1.7,0.43,3.43,4.86,3.67,4.9,3.5,4.33,4.81,3.38,3.0,0.88,0.88,0.0,3.12,3.25,1.38,1.25,2.88,2.12,2.12,1.25,2.62,2.38,0.5,2.88,0.62,2.88,3.0,3.0,2.88,0.75,3.12,1.12
29-2011.02,Cytotechnologists,0.16,5,351.2,1.7,22.6,33.20693391115926,False,0.7703141928494042,0.37378114842903576,0.5720476706392199,5,2,0.4,True,Nicht hoch GPT-exponiert,3.62,1.88,3.75,3.0,3.88,1.88,0.0,0.75,0.25,0.5,3.12,3.75,3.88,2.38,0.0,0.25,0.0,1.88,3.88,4.0,3.12,2.75,2.12,2.38,4.62,0.0,2.38,4.12,3.88,2.25,3.0,0.0,4.0,1.25,1.62,1.38,3.25,0.0,0.0,3.0,3.0,2.88,0.0,0.12,0.88,2.0,1.25,3.75,3.12,1.88,4.0,3.75,1.8,0.73,3.0,2.43,1.44,2.65,0.02,0.56,0.67,-0.35,2.1,1.97,0.04,0.18,1.74,0.89,1.47,0.7,0.02,1.67,0.27,3.36,4.57,4.43,4.68,3.05,4.68,3.77,3.12,3.0,1.88,1.38,0.0,3.0,3.12,1.0,1.12,2.62,2.0,2.38,0.62,2.75,2.0,1.0,2.62,1.88,2.38,3.0,2.12,2.12,0.38,3.0,2.0
29-2011.04,Histotechnologists,0.0625,4,351.2,1.7,22.6,16.30552546045504,False,0.7703141928494042,0.37378114842903576,0.5720476706392199,5,1,0.2,True,Nicht hoch GPT-exponiert,3.25,2.25,3.38,3.0,3.38,2.0,0.5,1.75,1.38,2.25,3.25,3.0,3.38,2.88,0.25,1.25,1.5,1.75,3.25,3.38,2.75,2.25,2.75,2.25,4.38,0.25,2.5,4.12,4.12,2.88,3.0,0.25,3.5,2.12,2.12,1.0,3.12,0.38,0.62,3.0,3.12,2.62,0.38,1.25,1.88,2.25,2.25,3.0,2.88,2.12,3.88,3.62,1.71,1.29,3.0,2.39,1.5,2.65,0.2,0.61,0.87,0.44,2.06,2.01,0.88,0.22,1.7,0.82,1.22,0.52,0.02,1.46,0.27,3.76,4.43,3.71,4.52,3.62,4.71,4.86,3.0,3.0,2.38,1.75,0.38,2.88,3.0,1.38,1.75,2.5,2.62,2.5,0.5,3.0,2.75,1.25,2.75,2.0,2.88,2.88,2.5,2.75,1.0,3.12,2.75
29-2012.00,Medical and Clinical Laboratory Technicians,0.0952380952380952,3,351.2,1.7,22.6,23.564463705308775,False,0.7703141928494042,0.37378114842903576,0.5720476706392199,5,1,0.2,True,Nicht hoch GPT-exponiert,3.0,2.62,3.5,3.0,3.0,2.12,0.0,1.5,0.0,2.0,2.88,3.12,3.0,2.88,0.0,2.0,1.12,2.25,3.12,3.62,3.0,2.88,2.75,2.62,3.75,0.0,2.75,3.88,3.88,2.88,2.88,0.0,3.75,2.0,2.12,2.12,3.0,0.0,0.0,2.88,3.0,2.75,1.38,2.0,1.88,2.75,2.25,3.0,2.88,1.88,3.12,3.0,1.6,0.91,3.0,2.54,1.77,2.65,0.41,0.61,0.67,-0.35,2.13,1.17,0.34,0.4,1.46,0.85,1.28,0.84,0.29,1.55,-0.11,4.42,4.93,3.88,4.86,3.59,3.89,3.78,3.0,3.0,2.62,2.25,0.38,3.0,3.0,1.0,1.25,3.0,2.12,2.75,1.88,3.0,2.25,1.0,3.0,2.0,3.0,2.88,2.5,2.25,1.38,3.0,2.75
29-2012.01,Histology Technicians,0.0,3,351.2,1.7,22.6,3.1960996749729147,False,0.7703141928494042,0.37378114842903576,0.5720476706392199,5,0,0.0,True,Nicht hoch GPT-exponiert,3.5,1.88,2.88,3.12,3.25,1.38,0.12,1.5,0.88,1.75,3.0,3.38,2.5,2.12,0.0,0.75,0.88,1.75,2.75,3.0,2.75,1.62,1.62,2.12,4.12,0.0,1.88,4.0,3.38,2.12,2.62,0.0,3.0,1.38,3.0,0.75,2.38,0.25,0.12,2.5,2.75,2.0,0.12,1.12,1.5,2.0,2.0,2.75,2.62,2.38,3.5,3.12,1.16,0.42,3.0,2.06,1.0,2.65,-0.06,-0.04,0.28,-0.34,1.82,0.94,-0.34,0.01,1.15,0.48,0.75,0.27,-0.21,1.07,-0.55,3.88,4.52,3.64,4.92,3.38,4.76,4.46,2.88,2.62,0.88,1.38,0.0,2.12,2.75,0.75,1.62,1.5,1.62,2.38,0.5,2.38,1.75,0.75,2.38,0.25,2.12,2.38,1.75,1.5,0.88,2.62,2.0
29-2031.00,Cardiovascular Technologists and Technicians,0.1714285714285714,3,64.7,3.0,3.8,34.61538461538461,False,0.3916576381365114,0.5032502708559047,0.44745395449620806,5,0,0.0,True,Nicht hoch GPT-exponiert,3.12,2.0,3.25,3.12,3.88,2.0,0.12,1.5,0.0,2.38,3.0,3.12,3.25,3.0,0.0,2.0,1.38,2.25,3.88,3.38,2.88,2.75,2.62,2.62,3.62,0.0,2.75,4.0,4.0,2.62,3.25,0.0,4.12,2.12,2.5,2.0,3.25,0.0,0.0,3.12,3.12,3.0,1.38,1.88,2.0,2.88,2.75,2.38,2.62,2.0,3.62,3.5,1.23,1.44,2.77,2.35,2.55,2.65,1.95,0.96,0.85,0.15,2.06,1.17,0.47,1.36,1.58,1.21,2.26,1.6,1.56,2.1,0.14,4.94,4.74,3.9,4.68,4.88,4.03,4.3,3.12,3.0,2.38,2.12,0.0,3.25,3.25,0.75,1.25,2.75,2.5,3.0,0.62,3.12,2.25,0.62,2.5,2.25,3.25,3.25,2.75,2.62,0.88,3.0,2.5
